"","subjectid","education","exposure","time","score","year","raw_score"
"4926",4794,"Pre-tertiary qualification","Educ and work","post",47,"2017",47
"4927",1795,"High school and below","Family only","pre",35,"2017",35
"4928",1795,"High school and below","Family only","post",38,"2017",38
"4929",14684,"High school and below","Family only","pre",16,"2017",16
"4930",14684,"High school and below","Family only","post",40,"2017",40
"4931",22626,"Honours & postgraduate","Educ and family","pre",33,"2017",33
"4932",22626,"Honours & postgraduate","Educ and family","post",48,"2017",48
"4933",28835,"High school and below","Educ and work","pre",27,"2017",27
"4934",28835,"High school and below","Educ and work","post",28,"2017",28
"4935",13645,"Honours & postgraduate","Educ and work","pre",44,"2017",44
"4936",13645,"Honours & postgraduate","Educ and work","post",48,"2017",48
"4937",38835,"Pre-tertiary qualification","Educ, family and work","pre",43,"2017",43
"4938",38835,"Pre-tertiary qualification","Educ, family and work","post",45,"2017",45
"4939",11374,"Honours & postgraduate","Educ, family and work","pre",49,"2017",49
"4940",11374,"Honours & postgraduate","Educ, family and work","post",50,"2017",50
"4941",29484,"Pre-tertiary qualification","Educ, family and work","pre",42,"2017",42
"4942",29484,"Pre-tertiary qualification","Educ, family and work","post",44,"2017",44
"4943",34646,"Honours & postgraduate","Educ and family","pre",38,"2017",38
"4944",34646,"Honours & postgraduate","Educ and family","post",45,"2017",45
"4945",21175,"Honours & postgraduate","Educ and family","pre",36,"2017",36
"4946",21175,"Honours & postgraduate","Educ and family","post",47,"2017",47
"4947",44624,"Pre-tertiary qualification","Family only","pre",23,"2017",23
"4948",44624,"Pre-tertiary qualification","Family only","post",48,"2017",48
"4949",41874,"Pre-tertiary qualification","No exposure","pre",9,"2017",9
"4950",41874,"Pre-tertiary qualification","No exposure","post",28,"2017",28
"4951",16395,"Honours & postgraduate","Educ and family","pre",25,"2017",25
"4952",16395,"Honours & postgraduate","Educ and family","post",43,"2017",43
"4953",17535,"Pre-tertiary qualification","No exposure","pre",16,"2017",16
"4954",17535,"Pre-tertiary qualification","No exposure","post",46,"2017",46
"4955",21766,"Pre-tertiary qualification","Family only","pre",33,"2017",33
"4956",21766,"Pre-tertiary qualification","Family only","post",37,"2017",37
"4957",15606,"Honours & postgraduate","Educ and family","pre",24,"2017",24
"4958",15606,"Honours & postgraduate","Educ and family","post",44,"2017",44
"4959",21496,"Honours & postgraduate","Educ, family and work","pre",44,"2017",44
"4960",21496,"Honours & postgraduate","Educ, family and work","post",48,"2017",48
"4961",35876,"University degree","Educ and work","pre",48,"2017",48
"4962",35876,"University degree","Educ and work","post",48,"2017",48
"4963",13576,"University degree","Family and work","pre",44,"2017",44
"4964",13576,"University degree","Family and work","post",50,"2017",50
"4965",39784,"Honours & postgraduate","Family only","pre",26,"2017",26
"4966",39784,"Honours & postgraduate","Family only","post",44,"2017",44
"4967",29964,"Honours & postgraduate","Educ and family","pre",42,"2017",42
"4968",29964,"Honours & postgraduate","Educ and family","post",50,"2017",50
"4969",9425,"Honours & postgraduate","Educ, family and work","pre",26,"2017",26
"4970",9425,"Honours & postgraduate","Educ, family and work","post",35,"2017",35
"4971",28126,"University degree","Educ and work","pre",48,"2017",48
"4972",28126,"University degree","Educ and work","post",50,"2017",50
"4973",3915,"University degree","Family and work","pre",30,"2017",30
"4974",3915,"University degree","Family and work","post",43,"2017",43
"4975",10746,"High school and below","Educ and work","pre",42,"2017",42
"4976",10746,"High school and below","Educ and work","post",36,"2017",36
"4977",13615,"Honours & postgraduate","Educ only","pre",25,"2017",25
"4978",13615,"Honours & postgraduate","Educ only","post",38,"2017",38
"4979",20335,"University degree","Educ, family and work","pre",50,"2017",50
"4980",20335,"University degree","Educ, family and work","post",50,"2017",50
"4981",35565,"Pre-tertiary qualification","Family and work","pre",30,"2017",30
"4982",35565,"Pre-tertiary qualification","Family and work","post",46,"2017",46
"4983",35216,"High school and below","Educ, family and work","pre",32,"2017",32
"4984",35216,"High school and below","Educ, family and work","post",33,"2017",33
"4985",966,"University degree","Family and work","pre",43,"2017",43
"4986",966,"University degree","Family and work","post",47,"2017",47
"4987",35473,"Pre-tertiary qualification","Educ, family and work","pre",26,"2017",26
"4988",35473,"Pre-tertiary qualification","Educ, family and work","post",29,"2017",29
"4989",37233,"Pre-tertiary qualification","Educ and work","pre",32,"2017",32
"4990",37233,"Pre-tertiary qualification","Educ and work","post",32,"2017",32
"4991",40256,"Honours & postgraduate","Family only","pre",29,"2017",29
"4992",40256,"Honours & postgraduate","Family only","post",49,"2017",49
"4993",13914,"Pre-tertiary qualification","Educ and family","pre",27,"2017",27
"4994",13914,"Pre-tertiary qualification","Educ and family","post",45,"2017",45
"4995",29535,"Honours & postgraduate","Educ and family","pre",24,"2017",24
"4996",29535,"Honours & postgraduate","Educ and family","post",43,"2017",43
"4997",2725,"Pre-tertiary qualification","Educ and family","pre",33,"2017",33
"4998",2725,"Pre-tertiary qualification","Educ and family","post",45,"2017",45
"4999",45054,"High school and below","Family only","pre",17,"2017",17
"5000",45054,"High school and below","Family only","post",47,"2017",47
"5001",44195,"Pre-tertiary qualification","Educ only","pre",34,"2017",34
"5002",44195,"Pre-tertiary qualification","Educ only","post",40,"2017",40
"5003",48386,"Pre-tertiary qualification","Educ, family and work","pre",38,"2017",38
"5004",48386,"Pre-tertiary qualification","Educ, family and work","post",41,"2017",41
"5005",35137,"Pre-tertiary qualification","Family and work","pre",33,"2017",33
"5006",35137,"Pre-tertiary qualification","Family and work","post",49,"2017",49
"5007",3236,"Pre-tertiary qualification","Educ, family and work","pre",38,"2017",38
"5008",3236,"Pre-tertiary qualification","Educ, family and work","post",50,"2017",50
"5009",26765,"Honours & postgraduate","Educ and family","pre",33,"2017",33
"5010",26765,"Honours & postgraduate","Educ and family","post",50,"2017",50
"5011",3296,"Pre-tertiary qualification","Educ, family and work","pre",35,"2017",35
"5012",3296,"Pre-tertiary qualification","Educ, family and work","post",38,"2017",38
"5013",38974,"University degree","Educ only","pre",30,"2017",30
"5014",38974,"University degree","Educ only","post",44,"2017",44
"5015",39835,"Honours & postgraduate","Educ and family","pre",44,"2017",44
"5016",39835,"Honours & postgraduate","Educ and family","post",48,"2017",48
"5017",24655,"University degree","Educ and family","pre",42,"2017",42
"5018",24655,"University degree","Educ and family","post",50,"2017",50
"5019",28525,"High school and below","Family only","pre",16,"2017",16
"5020",28525,"High school and below","Family only","post",37,"2017",37
"5021",31935,"Honours & postgraduate","Family only","pre",21,"2017",21
"5022",31935,"Honours & postgraduate","Family only","post",44,"2017",44
"5023",12003,"Pre-tertiary qualification","Educ, family and work","pre",46,"2017",46
"5024",12003,"Pre-tertiary qualification","Educ, family and work","post",43,"2017",43
"5025",43565,"Pre-tertiary qualification","Family and work","pre",40,"2017",40
"5026",43565,"Pre-tertiary qualification","Family and work","post",50,"2017",50
"5027",15293,"Pre-tertiary qualification","Educ and work","pre",32,"2017",32
"5028",15293,"Pre-tertiary qualification","Educ and work","post",43,"2017",43
"5029",7735,"University degree","Educ, family and work","pre",36,"2017",36
"5030",7735,"University degree","Educ, family and work","post",48,"2017",48
"5031",17854,"Pre-tertiary qualification","Educ, family and work","pre",39,"2017",39
"5032",17854,"Pre-tertiary qualification","Educ, family and work","post",46,"2017",46
"5033",42384,"University degree","Educ and work","pre",26,"2017",26
"5034",42384,"University degree","Educ and work","post",34,"2017",34
"5035",43894,"Pre-tertiary qualification","Educ, family and work","pre",48,"2017",48
"5036",43894,"Pre-tertiary qualification","Educ, family and work","post",48,"2017",48
"5037",17995,"Honours & postgraduate","Educ, family and work","pre",44,"2017",44
"5038",17995,"Honours & postgraduate","Educ, family and work","post",46,"2017",46
"5039",13384,"Honours & postgraduate","Educ, family and work","pre",29,"2017",29
"5040",13384,"Honours & postgraduate","Educ, family and work","post",42,"2017",42
"5041",3507,"Honours & postgraduate","Educ and family","pre",39,"2017",39
"5042",3507,"Honours & postgraduate","Educ and family","post",45,"2017",45
"5043",2495,"Honours & postgraduate","Family only","pre",36,"2017",36
"5044",2495,"Honours & postgraduate","Family only","post",46,"2017",46
"5045",28175,"University degree","Work only","pre",41,"2017",41
"5046",28175,"University degree","Work only","post",44,"2017",44
"5047",28245,"Pre-tertiary qualification","No exposure","pre",22,"2017",22
"5048",28245,"Pre-tertiary qualification","No exposure","post",50,"2017",50
"5049",43915,"Honours & postgraduate","Family and work","pre",39,"2017",39
"5050",43915,"Honours & postgraduate","Family and work","post",41,"2017",41
"5051",43784,"Pre-tertiary qualification","Educ and family","pre",35,"2017",35
"5052",43784,"Pre-tertiary qualification","Educ and family","post",44,"2017",44
"5053",26175,"Honours & postgraduate","Educ and family","pre",24,"2017",24
"5054",26175,"Honours & postgraduate","Educ and family","post",49,"2017",49
"5055",17507,"Honours & postgraduate","Educ and family","pre",37,"2017",37
"5056",17507,"Honours & postgraduate","Educ and family","post",46,"2017",46
"5057",44756,"Honours & postgraduate","Educ and family","pre",34,"2017",34
"5058",44756,"Honours & postgraduate","Educ and family","post",44,"2017",44
"5059",46735,"Pre-tertiary qualification","Educ only","pre",32,"2017",32
"5060",46735,"Pre-tertiary qualification","Educ only","post",42,"2017",42
"5061",35976,"University degree","Educ and work","pre",31,"2017",31
"5062",35976,"University degree","Educ and work","post",47,"2017",47
"5063",12335,"Honours & postgraduate","Family and work","pre",45,"2017",45
"5064",12335,"Honours & postgraduate","Family and work","post",50,"2017",50
"5065",24325,"High school and below","Educ and family","pre",30,"2017",30
"5066",24325,"High school and below","Educ and family","post",42,"2017",42
"5067",18256,"Honours & postgraduate","Educ only","pre",29,"2017",29
"5068",18256,"Honours & postgraduate","Educ only","post",47,"2017",47
"5069",8844,"University degree","Educ and family","pre",40,"2017",40
"5070",8844,"University degree","Educ and family","post",50,"2017",50
"5071",37954,"Pre-tertiary qualification","Educ, family and work","pre",46,"2017",46
"5072",37954,"Pre-tertiary qualification","Educ, family and work","post",47,"2017",47
"5073",32905,"Honours & postgraduate","Family and work","pre",34,"2017",34
"5074",32905,"Honours & postgraduate","Family and work","post",50,"2017",50
"5075",16235,"Pre-tertiary qualification","Educ, family and work","pre",36,"2017",36
"5076",16235,"Pre-tertiary qualification","Educ, family and work","post",46,"2017",46
"5077",27833,"High school and below","Family and work","pre",44,"2017",44
"5078",27833,"High school and below","Family and work","post",44,"2017",44
"5079",23935,"Honours & postgraduate","Educ and work","pre",47,"2017",47
"5080",23935,"Honours & postgraduate","Educ and work","post",44,"2017",44
"5081",20124,"University degree","Work only","pre",29,"2017",29
"5082",20124,"University degree","Work only","post",46,"2017",46
"5083",11216,"Honours & postgraduate","Educ and family","pre",39,"2017",39
"5084",11216,"Honours & postgraduate","Educ and family","post",44,"2017",44
"5085",48344,"Pre-tertiary qualification","Educ, family and work","pre",47,"2017",47
"5086",48344,"Pre-tertiary qualification","Educ, family and work","post",46,"2017",46
"5087",41156,"Pre-tertiary qualification","Educ, family and work","pre",24,"2017",24
"5088",41156,"Pre-tertiary qualification","Educ, family and work","post",46,"2017",46
"5089",48564,"Pre-tertiary qualification","Educ only","pre",23,"2017",23
"5090",48564,"Pre-tertiary qualification","Educ only","post",36,"2017",36
"5091",48133,"Pre-tertiary qualification","Educ, family and work","pre",43,"2017",43
"5092",48133,"Pre-tertiary qualification","Educ, family and work","post",44,"2017",44
"5093",44594,"Pre-tertiary qualification","Educ, family and work","pre",21,"2017",21
"5094",44594,"Pre-tertiary qualification","Educ, family and work","post",44,"2017",44
"5095",22655,"Pre-tertiary qualification","Work only","pre",20,"2017",20
"5096",22655,"Pre-tertiary qualification","Work only","post",37,"2017",37
"5097",26155,"Pre-tertiary qualification","Educ and work","pre",31,"2017",31
"5098",26155,"Pre-tertiary qualification","Educ and work","post",46,"2017",46
"5099",48356,"University degree","No exposure","pre",34,"2017",34
"5100",48356,"University degree","No exposure","post",40,"2017",40
